SMILES,value (% BOD),Salt Stripped Molecule,SMILES (Optimized Geometry),Converged,Energy,SMILES (RDKit Mol),SlogP,SMR,LabuteASA,TPSA,AMW,ExactMW,NumLipinskiHBA,NumLipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumAmideBonds,NumHeteroAtoms,NumHeavyAtoms,NumAtoms,NumRings,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,FractionCSP3,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,Chi1n,Chi2n,Chi3n,Chi4n,HallKierAlpha,kappa1,kappa2,kappa3,slogp_VSA1,slogp_VSA2,slogp_VSA3,slogp_VSA4,slogp_VSA5,slogp_VSA6,slogp_VSA7,slogp_VSA8,slogp_VSA9,slogp_VSA10,slogp_VSA11,slogp_VSA12,smr_VSA1,smr_VSA2,smr_VSA3,smr_VSA4,smr_VSA5,smr_VSA6,smr_VSA7,smr_VSA8,smr_VSA9,smr_VSA10,peoe_VSA1,peoe_VSA2,peoe_VSA3,peoe_VSA4,peoe_VSA5,peoe_VSA6,peoe_VSA7,peoe_VSA8,peoe_VSA9,peoe_VSA10,peoe_VSA11,peoe_VSA12,peoe_VSA13,peoe_VSA14,MQN1,MQN2,MQN3,MQN4,MQN5,MQN6,MQN7,MQN8,MQN9,MQN10,MQN11,MQN12,MQN13,MQN14,MQN15,MQN16,MQN17,MQN18,MQN19,MQN20,MQN21,MQN22,MQN23,MQN24,MQN25,MQN26,MQN27,MQN28,MQN29,MQN30,MQN31,MQN32,MQN33,MQN34,MQN35,MQN36,MQN37,MQN38,MQN39,MQN40,MQN41,MQN42
Nc1[nH]ncn1,0,Nc1ncn[nH]1,Nc1ncn[nH]1,1,2.736424153,Nc1[nH]ncn1,-0.6131,20.7951,34.38820377,67.59,84.082,84.04359613,4,3,0,2,3,0,4,6,10,1,1,0,0,1,0,0,0,0,0,0,3.049127729,1.50228651,0.870712754,0.43365482,0.2149387,1.50228651,0.870712754,0.43365482,0.2149387,-1.06,3.14242915,0.96520151,0.313601333,5.733667477,15.18134214,0,0,0,6.327320075,0,0,0,5.948339281,0,0,0,0,15.18134214,0,0,5.733667477,6.327320075,0,0,5.948339281,5.733667477,0,10.08266033,5.098681808,0,0,0,0,0,6.327320075,0,5.948339281,0,0,2,0,0,0,0,0,0,1,3,0,0,0,1,0,0,3,2,0,0,4,4,3,2,0,0,1,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0
OC(=O)c1ccc(cc1)[N+]([O-])=O,62,O=C(O)c1ccc([N+](=O)[O-])cc1,O=C(O)c1ccc([N+](=O)[O-])cc1,1,30.13495163,OC(=O)c1ccc(cc1)[N+]([O-])=O,1.293,40.0557,67.40507681,80.44,167.12,167.0218576,5,1,2,1,3,0,5,12,17,1,1,0,0,0,0,0,1,0,0,0,5.928573139,3.087853317,2.109136374,1.325073797,0.725723238,3.087853317,2.109136374,1.325073797,0.725723238,-1.91,8.189108028,2.996670139,1.570828976,0,15.99914373,0,10.11431827,10.35798868,24.26546827,0,0,0,5.687386275,0,0,14.82437563,0,0,0,0,0,39.94323803,0,0,11.65669156,5.106527395,10.11431827,4.794537184,0,0,0,12.13273414,12.13273414,10.48676254,0,0,0,5.687386275,5.969305288,7,0,0,0,0,0,0,1,0,4,0,0,4,2,0,3,3,0,2,10,5,1,1,1,1,4,0,2,0,4,2,0,0,0,0,1,0,0,0,0,0,0
CCOc1ccc(NC(C)=O)cc1,8.4,CCOc1ccc(NC(C)=O)cc1,CCOc1ccc(NC(C)=O)cc1,1,19.78806331,CCOc1ccc(NC(C)=O)cc1,2.0437,51.9147,77.71610109,38.33,179.219,179.0946287,3,1,3,1,2,1,3,13,26,1,1,0,0,0,0,0,1,0,0,0.3,7.833004439,4.225397411,2.638576315,1.485689114,1.004424093,4.225397411,2.638576315,1.485689114,1.004424093,-1.51,9.577032202,4.499571342,3.151287546,10.05365156,12.51406169,4.794537184,0,13.8474744,24.26546827,0,0,0,5.687386275,5.749511833,0,9.531400138,0,0,0,13.8474744,11.92367057,24.26546827,0,5.749511833,11.594566,10.05365156,4.794537184,0,0,0,0,31.18920547,12.61112347,6.606881965,5.749511833,0,5.907179729,0,0,10,0,0,0,0,0,0,1,0,2,0,0,6,1,0,3,3,0,3,5,3,1,1,0,0,3,3,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0
CC(N)=S,1,CC(N)=S,CC(N)=S,1,0.101896214,CC(N)=S,0.2924,22.4594,30.80286409,26.02,75.136,75.01427016,1,2,0,1,1,0,2,4,9,0,0,0,0,0,0,0,0,0,0,0.5,3.302095141,1.40104757,1.254600961,0,0,0.99279928,0.61065041,0,0,-0.11,3.89,1.236020761,123.7247107,5.733667477,4.988502102,0,0,6.9237372,0,0,0,0,0,0,12.21787344,0,0,0,5.733667477,6.9237372,0,0,0,0,17.20637554,5.733667477,0,0,0,0,12.21787344,6.9237372,0,4.988502102,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,1,1,2,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nc1ccc(cc1)[S](N)(=O)=O,0,Nc1ccc(S(N)(=O)=O)cc1,Nc1ccc(S(N)(=O)=O)cc1,1,10.98046169,Nc1ccc(cc1)[S](N)(=O)=O,-0.0838,42.2276,64.87196041,86.18,172.209,172.0306485,4,4,1,2,3,0,5,11,19,1,1,0,0,0,0,0,1,0,0,0,6.505343067,4.429521557,3.67546792,2.137863786,1.172945985,2.883202079,2.114044862,1.208632553,0.657506159,-1.07,8.030704935,2.519290321,1.923970074,10.87264121,8.417796984,10.02329115,0,0,29.16095175,0,0,0,5.687386275,0,0,8.417796984,0,0,5.138973738,4.895483476,5.733667477,24.26546827,0,0,15.71067743,5.733667477,0,13.55677072,0,0,0,24.26546827,5.687386275,4.895483476,0,0,10.02329115,0,0,6,0,0,0,0,1,0,2,0,2,0,0,3,2,0,3,3,0,1,6,4,4,2,0,0,4,0,0,1,4,2,0,0,0,0,1,0,0,0,0,0,0
NC(=O)Nc1ccccc1,1,NC(=O)Nc1ccccc1,NC(=O)Nc1ccccc1,1,13.16288435,NC(=O)Nc1ccccc1,1.1772,39.6481,58.84762021,55.12,136.154,136.0636629,3,3,1,2,1,2,3,10,18,1,1,0,0,0,0,0,1,0,0,0,5.372349906,2.903482882,1.855276174,1.041326456,0.663745084,2.903482882,1.855276174,1.041326456,0.663745084,-1.51,6.60778563,2.866950766,1.777617877,11.05045608,6.031114512,0,0,0,30.33183534,0,0,0,10.48192346,0,0,4.794537184,0,0,5.733667477,0,5.316788604,30.33183534,0,0,11.71850079,11.05045608,0,4.794537184,0,0,18.19910121,12.13273414,5.687386275,0,0,0,0,0,6.031114512,7,0,0,0,0,0,0,2,0,1,0,0,3,1,0,3,3,0,1,4,3,3,2,0,0,2,1,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0
CCO,89,CCO,CCO,1,2.99172E-13,CCO,-0.0014,12.7598,19.89842689,20.23,46.069,46.04186481,1,1,0,1,1,0,1,3,9,0,0,0,0,0,0,0,0,0,0,1,2.154320377,1.023334547,0.316227766,0,0,1.023334547,0.316227766,0,0,-0.04,2.96,1.96,1.96,0,11.71340936,0,0,6.9237372,0,0,0,0,0,0,0,5.106527395,0,0,0,6.9237372,6.606881965,0,0,0,0,5.106527395,0,0,0,0,0,6.9237372,6.606881965,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC=O,110,O=CO,O=CO,1,8.34952E-13,OC=O,-0.2992,8.6928,17.69500688,37.3,46.025,46.0054793,2,1,0,1,1,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,1.432812155,0.49390115,0.105409255,0,0,0.49390115,0.105409255,0,0,-0.53,2.47,1.47,1.47,0,11.57874826,4.794537184,0,0,0,0,0,0,0,0,0,9.901064579,0,0,0,0,0,0,0,0,6.472220865,5.106527395,4.794537184,0,0,0,0,0,0,0,0,0,0,6.472220865,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,4,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)=O,74,CC(=O)O,CC(=O)O,1,0.013485524,CC(O)=O,0.0909,13.3098,24.05994899,37.3,60.052,60.02112937,2,1,0,1,1,0,2,4,8,0,0,0,0,0,0,0,0,0,0,0.5,2.355461886,0.927730943,0.519018036,0,0,0.927730943,0.519018036,0,0,-0.53,3.47,0.8748583,1.156009256,0,11.07583268,4.794537184,0,6.9237372,0,0,0,0,0,0,0,9.901064579,0,0,0,6.9237372,0,0,0,0,5.969305288,5.106527395,4.794537184,0,0,0,0,0,6.9237372,0,0,0,0,5.969305288,0,2,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,4,2,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCO[S](=O)(=O)OCC,49.1,CCOS(=O)(=O)OCC,CCOS(=O)(=O)OCC,1,-68.02940289,CCO[S](=O)(=O)OCC,0.3042,32.1718,55.10457396,52.6,154.187,154.0299798,4,0,4,0,4,0,5,9,19,0,0,0,0,0,0,0,0,0,0,1,6.271951596,3.991563832,2.509201922,1.573132185,0.968087476,2.658230498,1.22130082,0.524377395,0.322695825,-0.13,8.87,3.812886707,4.378259212,0,21.63156091,18.76517145,0,13.8474744,0,0,0,0,0,0,0,16.78396785,0,0,0,13.8474744,13.21376393,0,0,0,10.39900058,0,0,8.366170865,8.417796984,0,0,13.8474744,0,13.21376393,0,0,0,0,10.39900058,4,0,0,0,0,1,0,0,0,4,0,0,6,2,0,0,0,0,4,8,4,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OC(=O)c1ccccc1,85,O=C(O)c1ccccc1,O=C(O)c1ccccc1,1,19.79948035,OC(=O)c1ccccc1,1.3848,33.4013,52.75210109,37.3,122.123,122.0367794,2,1,1,1,1,0,2,9,15,1,1,0,0,0,0,0,1,0,0,0,4.742213232,2.588414546,1.671177968,1.020739643,0.580729834,2.588414546,1.671177968,1.020739643,0.580729834,-1.31,5.820039012,2.306763636,1.287705032,0,11.07583268,0,0,10.35798868,30.33183534,0,0,0,0,0,0,9.901064579,0,0,0,0,0,35.89528683,0,0,5.969305288,5.106527395,0,4.794537184,0,0,18.19910121,12.13273414,0,5.563451492,0,0,0,0,5.969305288,7,0,0,0,0,0,0,0,0,2,0,0,2,1,0,3,3,0,1,4,2,1,1,0,0,2,0,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0
CCCCCC=O,50,CCCCCC=O,CCCCCC=O,1,-0.344188117,CCCCCC=O,1.7656,30.206,44.7254837,17.07,100.161,100.088815,1,0,4,0,1,0,1,7,19,0,0,0,0,0,0,0,0,0,0,0.833333333,4.814025684,2.851057332,1.662448582,0.925528666,0.477670901,2.851057332,1.662448582,0.925528666,0.477670901,-0.33,6.67,5.67,5.67,0,6.286160523,4.794537184,0,32.60702369,0,0,0,0,0,0,0,4.794537184,0,0,0,32.60702369,0,0,0,0,6.286160523,4.794537184,0,0,0,0,19.76538045,6.420821623,6.420821623,0,6.286160523,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,4,2,1,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cc1ncc(CO)c(C=O)c1O,77,Cc1ncc(CO)c(C=O)c1O,Cc1ncc(CO)c(C=O)c1O,1,1.531471347,Cc1ncc(CO)c(C=O)c1O,0.40042,41.9491,69.49586705,70.42,167.164,167.0582431,4,2,2,2,4,0,4,12,21,1,1,0,0,1,0,0,0,0,0,0.25,6.611696397,3.438246171,2.40709444,1.646008711,0.909903719,3.438246171,2.40709444,1.646008711,0.909903719,-1.42,8.674517958,3.317607749,1.285879652,0,21.48319383,6.606881965,6.9237372,21.61536816,6.196843572,0,0,0,0,5.749511833,0,15.00759197,0,4.983978521,0,13.53061916,0,23.01767455,0,5.749511833,6.286160523,10.21305479,9.778515705,0,0,0,0,6.9237372,11.76029506,17.86426145,5.749511833,6.286160523,0,0,0,8,0,0,0,0,0,0,0,1,3,0,0,5,1,0,3,3,0,2,7,4,2,2,0,0,4,2,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC2CC(=O)NC(=O)C2,1,C[C@H]1C[C@H](C)C(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1,C[C@H]1C[C@H](C)C(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1,1,-4.140555627,C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC2CC(=O)NC(=O)C2,1.0415,72.5565,118.6654406,83.47,281.352,281.1627082,5,2,3,2,4,2,5,20,43,2,0,2,2,0,1,1,0,1,1,0.8,12.09424372,7.409048571,6.535162076,4.529646142,3.604293346,7.409048571,6.535162076,4.529646142,3.604293346,-1.23,15.16441949,6.037731964,3.449745588,5.316788604,28.80809819,14.38361155,23.67162418,45.95158251,0,0,0,0,0,0,0,19.49013895,0,5.316788604,23.67162418,52.0555489,0,0,0,0,17.59760441,5.106527395,19.70040016,0,0,0,13.8474744,31.09827696,24.67745534,6.103966388,5.783244946,0,11.81435946,0,0,15,0,0,0,0,0,0,0,1,4,0,0,6,3,0,12,0,0,3,9,5,2,2,0,0,6,1,1,0,5,7,0,0,0,0,2,0,0,0,0,0,0
CO,92,CO,CO,1,2.18016E-13,CO,-0.3915,8.1428,13.53348478,20.23,32.042,32.02621475,1,1,0,1,1,0,1,2,6,0,0,0,0,0,0,0,0,0,0,1,1.447213595,0.447213595,0,0,0,0.447213595,0,0,0,-0.04,1.96,0.96,-27.04,0,12.21632494,0,0,0,0,0,0,0,0,0,0,5.106527395,0,0,0,0,7.109797541,0,0,0,0,5.106527395,0,0,0,0,0,0,7.109797541,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)O,86,CC(C)O,CC(C)O,1,2.72999E-11,CC(C)O,0.3871,17.3548,26.26336901,20.23,60.096,60.05751488,1,1,0,1,1,0,1,4,12,0,0,0,0,0,0,0,0,0,0,1,3.024563865,1.412899428,1.093748049,0,0,1.412899428,1.093748049,0,0,-0.04,3.96,1.297837838,1128.96,0,11.21049378,0,0,13.8474744,0,0,0,0,0,0,0,5.106527395,0,0,0,19.95144079,0,0,0,0,0,5.106527395,0,0,0,0,0,13.8474744,6.103966388,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,1,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)=O,95,CC(C)=O,CC(C)=O,1,0.304668698,CC(C)=O,0.5953,16.355,25.63065736,17.07,58.08,58.04186481,1,0,0,0,1,0,1,4,10,0,0,0,0,0,0,0,0,0,0,0.666666667,2.90824829,1.204124145,0.90824829,0,0,1.204124145,0.90824829,0,0,-0.33,3.67,1.044531835,6.883957759,0,5.783244946,4.794537184,0,13.8474744,0,0,0,0,0,0,0,4.794537184,0,0,0,13.8474744,0,0,0,0,5.783244946,4.794537184,0,0,0,0,0,13.8474744,0,0,5.783244946,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClC(Cl)Cl,0,ClC(Cl)Cl,ClC(Cl)Cl,1,1.4619E-11,ClC(Cl)Cl,1.9864,21.347,39.64904971,0,119.378,117.9143831,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,1,3.979030526,1.963961012,2.226922467,0,0,0.654653671,0.24743583,0,0,0.87,4.87,2.128397933,13.25948342,0,4.295451512,0,0,0,0,0,0,0,0,0,34.80281967,0,0,0,0,4.295451512,0,0,0,0,34.80281967,0,0,0,0,0,34.80281967,0,0,0,0,4.295451512,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C[S](C)=O,3.1,CS(C)=O,CS(C)=O,1,7.70406E-12,C[S](C)=O,-0.0053,19.9904,28.47844735,17.07,78.136,78.01393581,1,0,0,0,1,0,2,4,10,0,0,0,0,0,0,0,0,0,0,1,3.632993162,2.949489743,2.224744871,0,0,0.983163248,0.741581624,0,0,0.15,4.15,1.467460317,126.3722222,0,16.72043686,10.79956904,0,0,0,0,0,0,0,0,0,4.208898492,0,0,0,0,12.51153837,0,0,0,10.79956904,0,4.208898492,0,0,0,0,0,23.31110741,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClC(Cl)(Cl)C(Cl)(Cl)Cl,0,ClC(Cl)(Cl)C(Cl)(Cl)Cl,ClC(Cl)(Cl)C(Cl)(Cl)Cl,1,60.71820066,ClC(Cl)(Cl)C(Cl)(Cl)Cl,3.7268,40.58,76.9237905,0,236.74,233.8131161,0,0,0,0,0,0,6,8,8,0,0,0,0,0,0,0,0,0,0,1,7.803360514,3.651680257,5.557982986,2.892857143,0,1.383893419,0.995518138,0.321428571,0,1.74,9.74,2.773447112,3.04826129,0,7.585071871,0,0,0,0,0,0,0,0,0,69.60563934,0,0,0,0,7.585071871,0,0,0,0,69.60563934,0,0,0,0,0,69.60563934,0,0,0,0,0,7.585071871,0,0,2,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CN(C)C=O,4.4,CN(C)C=O,CN(C)C=O,1,-26.17498978,CN(C)C=O,-0.2956,19.751,31.39049103,20.31,73.095,73.05276384,2,0,1,0,1,1,2,5,12,0,0,0,0,0,0,0,0,0,0,0.666666667,3.432812155,1.388328341,1.06902063,0.210818511,0,1.388328341,1.06902063,0.210818511,0,-0.53,4.47,1.758184438,3.47,0,25.405349,4.794537184,0,0,0,0,0,0,0,0,0,4.794537184,0,4.899909731,0,0,14.09534397,0,0,0,6.410095306,4.899909731,4.794537184,0,0,0,0,0,14.09534397,0,0,0,6.410095306,0,0,3,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,0,0,1,3,2,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCC(O)C(O)C(O)C(O)CO,67,OCC(O)C(O)C(O)C(O)CO,OCC(O)C(O)C(O)C(O)CO,1,23.15533611,OCC(O)C(O)C(O)C(O)CO,-3.5854,38.1988,69.32936411,121.38,182.172,182.0790382,6,6,5,6,6,0,6,12,26,0,0,0,0,0,0,0,0,0,0,1,6.406896212,3.481747672,2.481028635,1.512478162,0.671208827,3.481747672,2.481028635,1.512478162,0.671208827,-0.24,11.76,5.41346133,3.015404674,0,68.26879385,0,0,0,0,0,0,0,0,0,0,30.63916437,0,0,0,24.41586555,13.21376393,0,0,0,0,30.63916437,0,0,0,0,0,0,0,13.21376393,24.41586555,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,5,12,6,6,6,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC(=O)c1ccccc1O,88.1,O=C(O)c1ccccc1O,O=C(O)c1ccccc1O,1,20.21157445,OC(=O)c1ccccc1O,1.0904,35.0661,57.54633484,57.53,138.122,138.0316941,3,2,1,2,2,0,3,10,16,1,1,0,0,0,0,0,1,0,0,0,5.112076558,2.72868801,1.822301623,1.134458362,0.654489245,2.72868801,1.822301623,1.134458362,0.654489245,-1.51,6.60778563,2.389632707,1.074893623,0,16.18236008,0,0,10.35798868,24.26546827,0,0,0,0,5.749511833,0,15.00759197,0,0,0,0,0,29.82891977,0,5.749511833,5.969305288,10.21305479,0,4.794537184,0,0,12.13273414,12.13273414,0,0,11.31296332,0,0,0,5.969305288,7,0,0,0,0,0,0,0,0,3,0,0,3,1,0,3,3,0,1,6,3,2,2,0,0,3,0,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0
Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl,0,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,1,38.6586108,Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl,6.609,89.0796,150.2615043,40.46,406.907,403.8498955,2,2,2,2,2,0,8,21,27,2,2,0,0,0,0,0,2,0,0,0.076923077,14.55959502,7.710701172,6.524216655,5.06316963,3.19599478,5.442914334,4.139487202,2.833848585,1.769872862,-0.22,17.13887719,6.492314723,3.262408095,0,10.21305479,6.420821623,0,11.12690298,12.13273414,30.13579988,0,0,0,11.49902367,69.60563934,10.21305479,0,0,0,6.420821623,0,53.395437,0,11.49902367,69.60563934,10.21305479,0,0,0,0,69.60563934,12.13273414,17.54772461,30.13579988,11.49902367,0,0,0,0,13,0,6,0,0,0,0,0,0,2,0,0,10,0,0,6,6,0,2,4,2,2,2,0,0,8,1,0,0,2,10,0,0,0,0,2,0,0,0,0,0,0
Cc1ccc(cc1)[S](N)(=O)=O,3,Cc1ccc(S(N)(=O)=O)cc1,Cc1ccc(S(N)(=O)=O)cc1,1,9.580381297,Cc1ccc(cc1)[S](N)(=O)=O,0.64242,42.5522,65.89701182,60.16,171.221,171.0353995,3,2,1,1,2,0,4,11,20,1,1,0,0,0,0,0,1,0,0,0.142857143,6.927992798,4.640846422,3.919484855,2.27874703,1.243387606,3.094526944,2.358061798,1.349515796,0.72794778,-0.87,8.228716683,2.636173638,2.027551906,5.138973738,8.417796984,10.02329115,6.9237372,5.563451492,29.16095175,0,0,0,0,0,0,8.417796984,0,0,5.138973738,11.81922068,0,29.82891977,0,0,10.02329115,0,0,13.55677072,0,0,17.69618563,19.05647134,0,4.895483476,0,0,10.02329115,0,0,7,0,0,0,0,1,0,1,0,2,0,0,3,2,0,3,3,0,1,5,3,2,1,0,0,4,0,0,1,4,2,0,0,0,0,1,0,0,0,0,0,0
CCCCCO,87,CCCCCO,CCCCCO,1,1.487412458,CCCCCO,1.1689,26.6108,38.99325324,20.23,88.15,88.088815,1,1,3,1,1,0,1,6,18,0,0,0,0,0,0,0,0,0,0,1,4.27564072,2.523334547,1.430713579,0.761667274,0.361803399,2.523334547,1.430713579,0.761667274,0.361803399,-0.04,5.96,4.96,3.96,0,11.71340936,0,0,26.18620207,0,0,0,0,0,0,0,5.106527395,0,0,0,26.18620207,6.606881965,0,0,0,0,5.106527395,0,0,0,0,19.76538045,6.420821623,6.606881965,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,3,2,1,1,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1ccccc1,40,c1ccccc1,c1ccccc1,1,13.07797311,c1ccccc1,1.6866,26.442,37.43140312,0,78.114,78.04695019,0,0,0,0,0,0,0,6,12,1,1,0,0,0,0,0,1,0,0,0,3.464101615,2,1.154700538,0.666666667,0.384900179,2,1.154700538,0.666666667,0.384900179,-0.78,3.411570881,1.60576944,0.58239926,0,0,0,0,0,36.39820241,0,0,0,0,0,0,0,0,0,0,0,0,36.39820241,0,0,0,0,0,0,0,0,36.39820241,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
CC(Cl)(Cl)Cl,0,CC(Cl)(Cl)Cl,CC(Cl)(Cl)Cl,1,0.000706826,CC(Cl)(Cl)Cl,2.3765,25.964,46.01399182,0,133.405,131.9300331,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,1,4.901680257,2.200840129,3.629411557,0,0,1.06694671,0.781232424,0,0,0.87,5.87,1.545387578,52.99736161,0,3.792535936,0,0,6.9237372,0,0,0,0,0,0,34.80281967,0,0,0,0,10.71627314,0,0,0,0,34.80281967,0,0,0,0,0,34.80281967,6.9237372,0,0,0,3.792535936,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,0,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC54)C3C1(Cl)C2(Cl)Cl,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC54)C3C1(Cl)C2(Cl)Cl,1,121.465238,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,4.4814,77.575,139.9679981,12.53,380.913,377.870631,1,0,0,0,1,0,7,19,27,5,0,4,5,0,1,1,0,3,4,0.833333333,13.8828172,8.516931628,9.581833664,10.15827796,8.434422266,6.24914479,6.306182474,5.86577824,5.298209214,1.44,12.93215822,3.201411116,0.985958268,0,26.28963147,4.736862954,23.67162418,6.420821623,10.0645727,0,0,0,0,0,69.60563934,4.736862954,0,0,23.67162418,32.71045309,0,10.0645727,0,0,69.60563934,4.736862954,0,0,0,23.20187978,46.40375956,30.09244581,0,22.27250548,9.748344583,4.333354113,0,0,0,12,0,6,0,0,0,0,0,0,0,1,0,6,0,0,16,1,0,0,2,1,0,0,0,0,6,0,0,0,2,8,3,1,0,4,0,0,0,0,0,10,6
N(c1ccccc1)c2ccc(Nc3ccccc3)cc2,0.2,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,1,53.44004993,N(c1ccccc1)c2ccc(Nc3ccccc3)cc2,5.1738,85.8914,118.6453159,24.06,260.34,260.1313485,2,2,4,2,2,0,2,20,36,3,3,0,0,0,0,0,3,0,0,0,11.08290377,6.64273441,4.559401077,3.009828585,2.013200239,6.64273441,4.559401077,3.009828585,2.013200239,-2.74,12.30181831,5.934210068,3.175525739,10.63357721,0,0,0,0,84.92913896,0,0,0,22.7495451,0,0,0,0,0,0,0,10.63357721,84.92913896,0,0,22.7495451,10.63357721,0,0,0,0,36.39820241,48.53093655,22.7495451,0,0,0,0,0,0,18,0,0,0,0,0,0,2,0,0,0,0,4,0,0,9,9,0,4,2,2,2,2,0,0,0,2,0,0,14,4,0,0,0,0,3,0,0,0,0,0,0
CCBr,13,CCBr,CCBr,1,6.63894E-10,CCBr,1.4012,19.468,28.97174075,0,108.966,107.9574623,0,0,0,0,0,0,1,3,8,0,0,0,0,0,0,0,0,0,0,1,3.671067793,2.095836931,1.38873015,0,0,0.974368023,0.267261242,0,0,0.48,3.48,2.48,2.48,0,5.330089647,0,0,6.9237372,0,0,0,0,0,0,15.9299439,0,0,0,0,6.9237372,5.330089647,0,0,0,15.9299439,0,0,0,0,0,22.8536811,0,5.330089647,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
