SMILES,value (% BOD),Salt Stripped Molecule,SMILES (Optimized Geometry),Converged,Energy,SMILES (RDKit Mol),SlogP,SMR,LabuteASA,TPSA,AMW,ExactMW,NumLipinskiHBA,NumLipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumAmideBonds,NumHeteroAtoms,NumHeavyAtoms,NumAtoms,NumRings,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,FractionCSP3,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,Chi1n,Chi2n,Chi3n,Chi4n,HallKierAlpha,kappa1,kappa2,kappa3,slogp_VSA1,slogp_VSA2,slogp_VSA3,slogp_VSA4,slogp_VSA5,slogp_VSA6,slogp_VSA7,slogp_VSA8,slogp_VSA9,slogp_VSA10,slogp_VSA11,slogp_VSA12,smr_VSA1,smr_VSA2,smr_VSA3,smr_VSA4,smr_VSA5,smr_VSA6,smr_VSA7,smr_VSA8,smr_VSA9,smr_VSA10,peoe_VSA1,peoe_VSA2,peoe_VSA3,peoe_VSA4,peoe_VSA5,peoe_VSA6,peoe_VSA7,peoe_VSA8,peoe_VSA9,peoe_VSA10,peoe_VSA11,peoe_VSA12,peoe_VSA13,peoe_VSA14,MQN1,MQN2,MQN3,MQN4,MQN5,MQN6,MQN7,MQN8,MQN9,MQN10,MQN11,MQN12,MQN13,MQN14,MQN15,MQN16,MQN17,MQN18,MQN19,MQN20,MQN21,MQN22,MQN23,MQN24,MQN25,MQN26,MQN27,MQN28,MQN29,MQN30,MQN31,MQN32,MQN33,MQN34,MQN35,MQN36,MQN37,MQN38,MQN39,MQN40,MQN41,MQN42
CCCCCCCCc1ccc(Nc2ccc(CCCCCCCC)cc2)cc1,0,CCCCCCCCc1ccc(Nc2ccc(CCCCCCCC)cc2)cc1,CCCCCCCCc1ccc(Nc2ccc(CCCCCCCC)cc2)cc1,1,35.0147876,CCCCCCCCc1ccc(Nc2ccc(CCCCCCCC)cc2)cc1,9.2362,130.3267,179.8774333,12.03,393.659,393.3395504,1,1,16,1,1,0,1,29,72,2,2,0,0,0,0,0,2,0,0,0.571428571,19.01829709,12.26405475,8.554380756,5.834557122,3.895066458,12.26405475,8.554380756,5.834557122,3.895066458,-1.76,23.51827043,15.12935807,10.54370617,5.316788604,0,12.84164325,0,102.0242369,48.53093655,0,0,0,11.37477255,0,0,0,0,0,0,103.7389771,5.316788604,59.65783953,0,0,11.37477255,5.316788604,0,0,0,0,102.3211589,61.07565775,11.37477255,0,0,0,0,0,0,28,0,0,0,0,0,0,1,0,0,0,0,18,0,0,6,6,0,16,1,1,1,1,0,0,2,15,0,0,8,4,0,0,0,0,2,0,0,0,0,0,0
Nc1ccc(Cc2ccc(N)cc2)cc1,0,Nc1ccc(Cc2ccc(N)cc2)cc1,Nc1ccc(Cc2ccc(N)cc2)cc1,1,27.56523187,Nc1ccc(Cc2ccc(N)cc2)cc1,2.4418,64.5148,89.53322083,52.04,198.269,198.1156984,2,4,2,2,2,0,2,15,29,2,2,0,0,0,0,0,2,0,0,0.076923077,8.480609473,4.92719146,3.659939943,2.367686683,1.506679273,4.92719146,3.659939943,2.367686683,1.506679273,-1.96,9.589508527,4.047909046,2.4984504,11.46733495,0,6.420821623,0,11.12690298,48.53093655,0,0,0,11.37477255,0,0,0,0,0,0,6.420821623,11.46733495,59.65783953,0,0,11.37477255,11.46733495,0,0,0,0,24.26546827,41.81319288,11.37477255,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,4,0,0,6,6,0,2,2,2,4,2,0,0,2,1,0,0,8,4,0,0,0,0,2,0,0,0,0,0,0
C(c1ccccc1)c2ccccc2,0,c1ccc(Cc2ccccc2)cc1,c1ccc(Cc2ccccc2)cc1,1,27.41715812,C(c1ccccc1)c2ccccc2,3.2774,55.69,78.85343944,0,168.239,168.0939004,0,0,2,0,0,0,0,13,25,2,2,0,0,0,0,0,2,0,0,0.076923077,7.480609473,4.528473986,3.147973815,2.093897615,1.427425663,4.528473986,3.147973815,2.093897615,1.427425663,-1.56,8.057239276,3.902562753,2.187074407,0,0,6.420821623,0,11.12690298,60.66367068,0,0,0,0,0,0,0,0,0,0,6.420821623,0,71.79057367,0,0,0,0,0,0,0,0,60.66367068,17.54772461,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,6,0,2,0,0,0,0,0,0,0,1,0,0,10,2,0,0,0,0,2,0,0,0,0,0,0
C1CCC(CC1)NC2CCCCC2,76.9,C1CCC(NC2CCCCC2)CC1,C1CCC(NC2CCCCC2)CC1,1,23.97332381,C1CCC(CC1)NC2CCCCC2,3.2414,56.8817,82.29181416,12.03,181.323,181.1830497,1,1,2,1,1,0,1,13,36,2,0,2,2,0,0,0,0,2,2,1,8.72576835,6.210343431,4.836534399,3.681747952,2.871844021,6.210343431,4.836534399,3.681747952,2.871844021,-0.04,9.51254062,4.994598612,2.97802804,5.316788604,12.08368166,0,0,64.20821623,0,0,0,0,0,0,0,0,0,5.316788604,0,76.29189789,0,0,0,0,0,5.316788604,0,0,0,0,38.52492974,25.68328649,12.08368166,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,2,0,0,12,0,0,2,1,1,1,1,0,0,0,1,0,0,10,2,0,0,0,0,2,0,0,0,0,0,0
O(c1ccccc1)c2ccccc2,6.3,c1ccc(Oc2ccccc2)cc1,c1ccc(Oc2ccccc2)cc1,1,41.22568921,O(c1ccccc1)c2ccccc2,3.4789,52.958,77.60204256,9.23,170.211,170.0731649,1,0,2,0,1,0,1,13,23,2,2,0,0,0,0,0,2,0,0,0,7.181750982,4.229615496,2.728167132,1.722112591,1.113155983,4.229615496,2.728167132,1.722112591,1.113155983,-1.76,7.866895638,3.764211048,2.089799938,4.736862954,0,0,0,0,60.66367068,0,0,0,0,11.49902367,0,4.736862954,0,0,0,0,0,60.66367068,0,11.49902367,0,4.736862954,0,0,0,0,36.39820241,24.26546827,0,0,11.49902367,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,2,0,0,6,6,0,2,2,1,0,0,0,0,0,1,0,0,10,2,0,0,0,0,2,0,0,0,0,0,0
CC(=O)CC(=O)Nc1ccccc1,79,CC(=O)CC(=O)Nc1ccccc1,CC(=O)CC(=O)Nc1ccccc1,1,-0.690836796,CC(=O)CC(=O)Nc1ccccc1,1.6042,50.3697,76.76407796,46.17,177.203,177.0789786,3,1,3,1,2,1,3,13,24,1,1,0,0,0,0,0,1,0,0,0.2,7.410354708,4.026038674,2.792993537,1.46704863,0.952772303,4.026038674,2.792993537,1.46704863,0.952772303,-1.64,9.448028169,4.401518921,3.511263569,5.316788604,11.69042468,9.589074368,0,13.34455882,30.33183534,0,0,0,5.687386275,0,0,9.589074368,0,0,0,13.34455882,5.316788604,30.33183534,0,0,17.37781095,5.316788604,9.589074368,0,0,0,18.19910121,19.05647134,5.687386275,6.420821623,5.783244946,0,5.907179729,0,0,10,0,0,0,0,0,0,1,0,2,0,0,5,2,0,3,3,0,3,5,3,1,1,0,0,3,2,2,0,5,1,0,0,0,0,1,0,0,0,0,0,0
NC(Nc1ccccc1)=Nc2ccccc2,0,NC(=Nc1ccccc1)Nc1ccccc1,NC(=Nc1ccccc1)Nc1ccccc1,1,36.06240534,NC(Nc1ccccc1)=Nc2ccccc2,2.7449,67.7891,94.63851481,50.41,211.268,211.1109474,3,3,2,2,1,0,3,16,29,2,2,0,0,0,0,0,2,0,0,0,8.798066557,5.057255935,3.323618373,2.051941586,1.338935117,5.057255935,3.323618373,2.051941586,1.338935117,-2.29,10.23536208,4.978651941,2.849811862,11.05045608,5.959554569,0,0,0,65.65607542,0,0,0,11.37477255,0,0,0,0,0,10.72607221,0,5.316788604,60.66367068,0,0,17.33432712,11.05045608,0,4.992404733,0,0,36.39820241,24.26546827,5.687386275,5.687386275,0,5.959554569,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,4,1,0,6,6,0,2,3,3,3,2,0,0,1,2,1,0,10,2,0,0,0,0,2,0,0,0,0,0,0
Clc1ccc(cc1Cl)N=C=O,0,O=C=Nc1ccc(Cl)c(Cl)c1,O=C=Nc1ccc(Cl)c(Cl)c1,1,16.50728086,Clc1ccc(cc1Cl)N=C=O,2.9607,44.2435,73.45972227,29.43,188.013,186.9591691,2,0,1,0,2,0,4,11,14,1,1,0,0,0,0,0,1,0,0,0,6.855299532,3.523265031,2.615902464,1.816956536,0.899625086,2.767336085,1.80150221,1.077927257,0.607293373,-0.82,8.278231827,3.536050576,2.053752129,0,6.07993948,4.794537184,0,0,23.19150594,10.04526663,0,0,5.687386275,0,23.20187978,4.794537184,0,0,4.992404733,0,0,28.24436783,0,0,34.96920553,0,0,4.794537184,4.992404733,0,23.20187978,18.19910121,0,15.7326529,0,0,6.07993948,0,0,7,0,2,0,0,0,0,1,0,1,0,0,3,2,0,3,3,0,1,3,2,0,0,0,0,3,2,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0
ClCc1ccc(Cl)c(Cl)c1,0,ClCc1ccc(Cl)c(Cl)c1,ClCc1ccc(Cl)c(Cl)c1,1,19.06757497,ClCc1ccc(Cl)c(Cl)c1,3.7322,46.019,74.70614391,0,195.476,193.9456832,0,0,1,0,0,0,3,10,15,1,1,0,0,0,0,0,1,0,0,0.142857143,7.340837846,4.027264407,2.963753235,2.185951476,1.109684878,2.736812977,1.88209174,1.138315497,0.622757739,0.09,8.189108028,3.472015324,1.785922104,0,0,5.880003445,0,5.563451492,18.19910121,10.04526663,0,0,0,0,34.80281967,0,0,0,0,5.880003445,0,33.80781932,0,0,34.80281967,0,0,0,0,11.60093989,29.26824685,17.69618563,5.880003445,10.04526663,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,1,0,0,0,0,0,0,3,1,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0
CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,1,CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,1,93.60318905,CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,-0.8864,79.6032,122.1801009,87.4,292.42,292.2362075,6,4,11,4,6,0,6,20,52,0,0,0,0,0,0,0,0,0,0,1,13.23532334,7.372556394,5.91523659,2.822146467,2.291738057,7.372556394,5.91523659,2.822146467,2.291738057,-0.24,19.76,10.48155902,11.57540758,0,93.91033303,0,0,27.6949488,0,0,0,0,0,0,0,20.42610958,0,9.799819462,0,52.11081435,39.26853844,0,0,0,0,20.42610958,9.799819462,0,0,0,0,27.6949488,39.26853844,24.41586555,0,0,0,0,0,14,0,0,0,0,0,0,2,0,4,0,0,19,0,0,0,0,0,11,10,6,4,4,0,0,8,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CCN(CC=C)CC=C,1,C=CCN(CC=C)CC=C,C=CCN(CC=C)CC=C,1,-17.94761615,C=CCN(CC=C)CC=C,1.8464,47.031,63.34981252,3.24,137.226,137.1204495,1,0,6,0,1,0,1,10,25,0,0,0,0,0,0,0,0,0,0,0.333333333,6.42190509,3.398173041,2.084568355,1.161895004,0.771329355,3.398173041,2.084568355,1.161895004,0.771329355,-0.82,9.18,6.302249389,4.098215458,0,24.53417895,0,0,0,37.96486737,0,0,0,0,0,0,0,0,4.899909731,0,0,19.63426922,37.96486737,0,0,0,0,4.899909731,0,0,19.73680705,18.22806032,0,19.63426922,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,6,3,0,0,0,0,6,1,1,0,0,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCCN(CCO)CCO,0,OCCN(CCO)CCO,OCCN(CCO)CCO,1,56.89161099,OCCN(CCO)CCO,-1.7347,37.6974,60.70649653,63.93,149.19,149.1051933,4,3,6,3,4,0,4,10,25,0,0,0,0,0,0,0,0,0,0,1,6.031495069,3.397366596,2.01246118,1.248683298,0.759674265,3.397366596,2.01246118,1.248683298,0.759674265,-0.16,9.84,6.953122172,4.693790872,0,59.67440703,0,0,0,0,0,0,0,0,0,0,15.31958218,0,4.899909731,0,0,39.45491511,0,0,0,0,15.31958218,4.899909731,0,0,0,0,0,19.63426922,19.82064589,0,0,0,0,0,6,0,0,0,0,0,0,1,0,3,0,0,9,0,0,0,0,0,6,7,4,3,3,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)OCC(COC(C)=O)OC(C)=O,93,CC(=O)OCC(COC(C)=O)OC(C)=O,CC(=O)OCC(COC(C)=O)OC(C)=O,1,-23.79580655,CC(=O)OCC(COC(C)=O)OC(C)=O,0.0443,48.82,87.48398993,78.9,218.205,218.0790382,6,0,5,0,6,0,6,15,29,0,0,0,0,0,0,0,0,0,0,0.666666667,8.941053574,4.354293982,2.836612937,1.277608275,0.771462513,4.354293982,2.836612937,1.277608275,0.771462513,-1.59,13.41,6.803584654,8.732320709,0,37.22564618,28.59420041,0,20.7712116,0,0,0,0,0,0,0,28.59420041,0,0,0,26.87517799,13.21376393,0,0,0,17.90791586,14.21058886,14.38361155,0,0,0,0,0,20.7712116,0,13.21376393,6.103966388,0,0,17.90791586,9,0,0,0,0,0,0,0,0,6,0,0,11,3,0,0,0,0,5,12,6,0,0,0,0,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCN(CCO)CCCC,1,CCCCN(CCO)CCCC,CCCCN(CCO)CCCC,1,22.14692334,CCCCN(CCO)CCCC,1.8809,53.3418,76.57779748,23.47,173.3,173.1779644,2,1,8,1,2,0,2,12,35,0,0,0,0,0,0,0,0,0,0,1,8.55128144,5.179124626,3.272354365,2.072017845,1.240272914,5.179124626,3.272354365,2.072017845,1.240272914,-0.08,11.92,9.011575092,6.619056743,0,36.24758831,0,0,39.53076089,0,0,0,0,0,0,0,5.106527395,0,4.899909731,0,39.53076089,26.24115118,0,0,0,0,10.00643713,0,0,0,0,26.68911765,25.93115606,6.544756406,6.606881965,0,0,0,0,0,10,0,0,0,0,0,0,1,0,1,0,0,11,0,0,0,0,0,8,3,2,1,1,0,0,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCN(CCCC)CCCC,2,CCCCN(CCCC)CCCC,CCCCN(CCCC)CCCC,1,5.676310167,CCCCN(CCCC)CCCC,3.6887,61.164,84.51344796,3.24,185.355,185.2143499,1,0,9,0,1,0,1,13,40,0,0,0,0,0,0,0,0,0,0,1,9.811174626,6.070003642,3.902300958,2.483685119,1.480572239,6.070003642,3.902300958,2.483685119,1.480572239,-0.04,12.96,10.04361204,8.294448161,0,24.53417895,0,0,59.29614134,0,0,0,0,0,0,0,0,0,4.899909731,0,59.29614134,19.63426922,0,0,0,0,4.899909731,0,0,0,0,40.03367647,38.89673409,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,9,1,1,0,0,0,0,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCC(CC)COC(=O)C=C,51.7,C=CC(=O)OCC(CC)CCCC,C=CC(=O)OCC(CC)CCCC,1,-4.538153717,CCCCC(CC)COC(=O)C=C,2.932,54.462,80.97413647,26.3,184.279,184.1463299,2,0,7,0,2,0,2,13,33,0,0,0,0,0,0,0,0,0,0,0.727272727,8.713837806,5.032805284,3.250666192,2.171237254,1.157017797,5.032805284,3.250666192,2.171237254,1.157017797,-0.79,12.21,7.838370162,6.378132618,0,12.57618725,9.531400138,5.917906046,39.53076089,12.65495579,0,0,0,0,0,0,9.531400138,0,0,5.917906046,39.53076089,6.606881965,12.65495579,0,0,5.969305288,4.736862954,0,4.794537184,0,0,39.68887495,12.33872767,6.076020107,6.606881965,0,0,0,0,5.969305288,11,0,0,0,0,0,0,0,0,2,0,0,10,2,0,0,0,0,7,4,2,0,0,0,0,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,71,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,1,-12.68437102,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,6.066,106.998,160.9531701,52.6,370.574,370.3083098,4,0,17,0,4,0,4,26,68,0,0,0,0,0,0,0,0,0,0,0.909090909,17.68718864,10.8788705,7.406136624,5.058400335,2.900823251,10.8788705,7.406136624,5.058400335,2.900823251,-1.06,24.94,17.35864376,14.14535517,0,25.1523745,19.06280028,11.83581209,104.7448083,0,0,0,0,0,0,0,19.06280028,0,0,11.83581209,104.7448083,13.21376393,0,0,0,11.93861058,9.473725908,9.589074368,0,0,0,66.21987854,37.51909858,12.84164325,13.21376393,0,0,0,0,11.93861058,22,0,0,0,0,0,0,0,0,4,0,0,23,2,0,0,0,0,17,8,4,0,0,0,0,6,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,95,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,1,-14.59077257,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,7.2363,120.849,180.0479964,52.6,412.655,412.35526,4,0,20,0,4,0,4,29,77,0,0,0,0,0,0,0,0,0,0,0.92,19.80850898,12.3788705,8.466796796,5.808400335,3.431153337,12.3788705,8.466796796,5.808400335,3.431153337,-1.06,27.94,20.22245804,17.50450648,0,25.1523745,19.06280028,11.83581209,124.0072731,0,0,0,0,0,0,0,19.06280028,0,0,11.83581209,124.0072731,13.21376393,0,0,0,11.93861058,9.473725908,9.589074368,0,0,0,85.48234341,37.51909858,12.84164325,13.21376393,0,0,0,0,11.93861058,25,0,0,0,0,0,0,0,0,4,0,0,26,2,0,0,0,0,20,8,4,0,0,0,0,6,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CN(CCO1)SSN2CCOCC2,2,C1CN(SSN2CCOCC2)CCO1,C1CN(SSN2CCOCC2)CCO1,1,88.34094428,C1CN(CCO1)SSN2CCOCC2,0.8622,59.966,92.94587848,24.94,236.362,236.0653198,4,0,3,0,6,0,6,14,30,2,0,2,2,0,2,2,0,0,0,1,9.817267764,7.015056717,5.457219783,4.867765884,3.581511242,4.951426641,3.231854636,2.184254389,1.336552024,0.54,11.03823679,6.194329134,3.599297595,0,61.21698546,9.473725908,0,0,0,0,0,0,0,0,21.95987199,9.473725908,0,8.610431983,0,0,52.60655348,0,0,0,21.95987199,9.473725908,0,8.610431983,0,0,0,0,48.13889761,26.42752786,0,0,0,0,0,8,0,0,0,0,2,0,0,2,0,2,0,3,0,0,12,0,0,3,6,4,0,0,0,0,0,2,0,0,10,2,0,0,0,0,2,0,0,0,0,0,0
CCCCC(CC)COC=C,7,C=COCC(CC)CCCC,C=COCC(CC)CCCC,1,5.3054305,CCCCC(CC)COC=C,3.3629,49.455,70.44767225,9.23,156.269,156.1514153,1,0,7,0,1,0,1,11,31,0,0,0,0,0,0,0,0,0,0,0.8,7.805589516,4.571584119,2.916502219,1.993054531,1.102232034,4.571584119,2.916502219,1.993054531,1.102232034,-0.46,10.54,7.644821803,5.959287212,0,6.606881965,4.736862954,5.917906046,39.53076089,12.84101613,0,0,0,0,0,0,4.736862954,0,0,5.917906046,39.53076089,6.606881965,12.84101613,0,0,0,4.736862954,0,0,0,0,39.68887495,12.33872767,0,12.86896241,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,7,2,1,0,0,0,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C(OCc1ccccc1)c2ccccc2,0,c1ccc(COCc2ccccc2)cc1,c1ccc(COCc2ccccc2)cc1,1,19.62987964,C(OCc1ccccc1)c2ccccc2,3.4034,61.377,90.33192678,9.23,198.265,198.1044651,1,0,4,0,1,0,1,15,29,2,2,0,0,0,0,0,2,0,0,0.142857143,8.595964545,5.105824255,3.463996399,2.223106803,1.435204529,5.105824255,3.463996399,2.223106803,1.435204529,-1.6,9.936265432,5.322711058,3.222760477,0,0,17.95062688,0,11.12690298,60.66367068,0,0,0,0,0,0,4.736862954,0,0,0,13.21376393,0,71.79057367,0,0,0,4.736862954,0,0,0,0,60.66367068,11.12690298,0,13.21376393,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,4,0,0,6,6,0,4,2,1,0,0,0,0,0,3,0,0,10,2,0,0,0,0,2,0,0,0,0,0,0
BrC=Cc1ccccc1,0,BrC=Cc1ccccc1,BrC=Cc1ccccc1,1,19.27250556,BrC=Cc1ccccc1,3.0522,44.403,63.33923192,0,183.048,181.9731123,0,0,1,0,0,0,1,9,16,1,1,0,0,0,0,0,1,0,0,0,6.505412896,3.666585489,2.23200394,1.319349416,0.942114503,2.750909961,1.703338427,1.05501666,0.636889327,-0.56,6.558483412,3.4625869,2.020085436,0,0,0,0,5.563451492,35.31712347,0,6.076020107,0,0,0,15.9299439,0,0,0,0,0,0,40.88057496,0,0,22.005964,0,0,0,0,0,46.26177924,16.62475973,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,2,1,0,3,3,0,1,0,0,0,0,0,0,1,2,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0
CCNc1ccccc1,0,CCNc1ccccc1,CCNc1ccccc1,1,17.46587655,CCNc1ccccc1,2.1184,40.6057,55.71114953,12.03,121.183,121.0891494,1,1,2,1,1,0,1,9,20,1,1,0,0,0,0,0,1,0,0,0.25,5.593858127,3.221343774,1.89635549,1.154689909,0.760128128,3.221343774,1.89635549,1.154689909,0.760128128,-0.98,6.144688279,3.126921795,1.76201298,5.316788604,6.544756406,0,0,6.9237372,30.33183534,0,0,0,5.687386275,0,0,0,0,0,0,6.9237372,11.86154501,30.33183534,0,0,5.687386275,5.316788604,0,0,0,0,18.19910121,19.05647134,12.23214268,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,3,0,2,1,1,1,1,0,0,1,2,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0
CCOc1ccccc1,63,CCOc1ccccc1,CCOc1ccccc1,1,19.95742212,CCOc1ccccc1,2.0853,37.611,55.27483258,9.23,122.167,122.0731649,1,0,2,0,1,0,1,9,19,1,1,0,0,0,0,0,1,0,0,0.25,5.502106418,3.110589664,1.746065231,1.054209399,0.683386939,3.110589664,1.746065231,1.054209399,0.683386939,-0.98,6.144688279,3.126921795,1.76201298,4.736862954,6.606881965,0,0,6.9237372,30.33183534,0,0,0,0,5.749511833,0,4.736862954,0,0,0,6.9237372,6.606881965,30.33183534,0,5.749511833,0,4.736862954,0,0,0,0,18.19910121,19.05647134,0,6.606881965,5.749511833,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,3,0,2,2,1,0,0,0,0,1,2,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0
CN(C)Cc1ccccc1,1,CN(C)Cc1ccccc1,CN(C)Cc1ccccc1,1,11.78454761,CN(C)Cc1ccccc1,1.7482,43.833,62.28606313,3.24,135.21,135.1047994,1,0,2,0,1,0,1,10,23,1,1,0,0,0,0,0,1,0,0,0.333333333,6.541071723,3.47489195,2.72338157,1.341626614,0.948568198,3.47489195,2.72338157,1.341626614,0.948568198,-0.82,7.288932462,3.373794183,2.193904845,0,18.9952537,6.544756406,0,5.563451492,30.33183534,0,0,0,0,0,0,0,0,4.899909731,0,6.544756406,14.09534397,35.89528683,0,0,0,4.899909731,0,0,0,0,30.33183534,19.65879546,6.544756406,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,4,0,0,3,3,0,2,1,1,0,0,0,0,2,1,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0
CC(=O)Nc1ccccc1,68.7,CC(=O)Nc1ccccc1,CC(=O)Nc1ccccc1,1,13.42494075,CC(=O)Nc1ccccc1,1.645,40.7457,59.87267163,29.1,135.166,135.0684139,2,1,1,1,1,1,2,10,19,1,1,0,0,0,0,0,1,0,0,0.125,5.794999636,3.114807748,2.047211622,1.094157672,0.724749318,3.114807748,2.047211622,1.094157672,0.724749318,-1.31,6.805074799,3.011779445,1.895375402,5.316788604,5.907179729,4.794537184,0,6.9237372,30.33183534,0,0,0,5.687386275,0,0,4.794537184,0,0,0,6.9237372,5.316788604,30.33183534,0,0,11.594566,5.316788604,4.794537184,0,0,0,18.19910121,12.13273414,12.61112347,0,0,0,5.907179729,0,0,8,0,0,0,0,0,0,1,0,1,0,0,3,1,0,3,3,0,1,3,2,1,1,0,0,2,1,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0
Cc1ccc(cc1)[S](O)(=O)=O,93,Cc1ccc(S(=O)(=O)O)cc1,Cc1ccc(S(=O)(=O)O)cc1,1,11.3246013,Cc1ccc(cc1)[S](O)(=O)=O,1.24172,40.9936,65.42498124,54.37,172.205,172.0194151,3,1,1,1,2,0,4,11,19,1,1,0,0,0,0,0,1,0,0,0.142857143,6.797856125,4.481462198,3.70965607,2.186726505,1.190259532,3.041398869,2.288118869,1.318842288,0.710238422,-0.87,8.228716683,2.636173638,2.027551906,0,12.97054686,10.11812686,6.9237372,5.563451492,29.16095175,0,0,0,0,0,0,12.97054686,0,0,0,11.81922068,0,29.82891977,0,0,10.11812686,0,4.552749874,0,8.417796984,0,17.69618563,19.05647134,0,4.895483476,0,0,0,10.11812686,0,7,0,0,0,0,1,0,0,0,3,0,0,3,2,0,3,3,0,1,6,3,1,1,0,0,4,0,0,1,4,2,0,0,0,0,1,0,0,0,0,0,0
CCCCCCCCCCCCc1ccc(N)cc1,67,CCCCCCCCCCCCc1ccc(N)cc1,CCCCCCCCCCCCc1ccc(N)cc1,1,13.27235479,CCCCCCCCCCCCc1ccc(N)cc1,5.7322,86.4024,119.1505992,26.02,261.453,261.24565,1,2,11,1,1,0,1,19,50,1,1,0,0,0,0,0,1,0,0,0.666666667,12.66492594,8.170702511,5.673562139,3.798724417,2.500865055,8.170702511,5.673562139,3.798724417,2.500865055,-0.98,16.0754939,10.89824164,8.690284564,5.733667477,0,6.420821623,0,76.69540492,24.26546827,0,0,0,5.687386275,0,0,0,0,0,0,77.55277505,5.733667477,29.82891977,0,0,5.687386275,5.733667477,0,0,0,0,76.84386594,30.53782887,5.687386275,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,13,0,0,3,3,0,11,1,1,2,1,0,0,2,11,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0
OCC=C/c1ccccc1,91,OCC=Cc1ccccc1,OCC=Cc1ccccc1,1,16.21252798,OCC=C/c1ccccc1,1.6921,42.5618,60.63086018,20.23,134.178,134.0731649,1,1,2,1,1,0,1,10,20,1,1,0,0,0,0,0,1,0,0,0.111111111,5.695772261,3.257168127,1.995626715,1.215282967,0.752937421,3.257168127,1.995626715,1.215282967,0.752937421,-1.08,7.032107623,3.854020552,2.033781213,0,11.71340936,0,0,5.563451492,36.40785545,0,6.076020107,0,0,0,0,5.106527395,0,0,0,0,6.606881965,41.97130694,0,0,6.076020107,5.106527395,0,0,0,0,42.48387556,5.563451492,0,6.606881965,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,3,1,0,3,3,0,2,2,1,1,1,0,0,1,3,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0
